,Surgeons,NPI,URL,Gender,Surgery Volume,Med School,Med Year,Residency,Certifications,Hospitals,# Death Cases,Death Rate,# Problem Cases,Problem Rate,Combined Score,Avg Review,# of Reviews
83,Dr. Jeffrey August Hagen,1558391011,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-August-Hagen/1558391011/,Male,,Creighton University,1986,St Joseph Hosp-Creighton U,Thoracic and Cardiac Surgery,Keck Hospital of USC;,-99,-99.0,65,40.2,1.5380670759815458,4.073333333333333,30.0
84,Dr. Omid Hajiseyed Javadi,1720032808,www.checkbook.org/surgeonratings/Lung-Surgery/Omid-Hajiseyed-Javadi/1720032808/,Male,,Brown University,1999,NY University Med Ctr Bellvue,Surgery;Thoracic and Cardiac Surgery,Vista Medical Center East;Banner Boswell Medical Center;Lourdes Hospital - Paducah;Shea Medical Center;,-99,-99.0,21,30.2,0.41280985039324786,4.911363636363636,44.0
85,Dr. Howard H. Hayashi,1588626675,www.checkbook.org/surgeonratings/Lung-Surgery/Howard-H-Hayashi/1588626675/,Male,,University of California-Davis,1982,,Surgery,Sierra Vista Regional Medical Center;French Hospital Medical Center;Arroyo Grande Community Hospital;Marian Medical Center;Twin Cities Community Hospital;,-99,-99.0,35,15.9,-1.1963079821980174,4.6546875,64.0
86,Dr. James Robert Hemp,1124006382,www.checkbook.org/surgeonratings/Lung-Surgery/James-Robert-Hemp/1124006382/,Male,,Uniformed Services University of the Health Sciences,1983,,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Scripps Mercy Hospital;Scripps Green Hospital;,-99,-99.0,38,17.3,-1.0387719706156557,,
87,Dr. Chuong D. Hoang,1992862072,www.checkbook.org/surgeonratings/Lung-Surgery/Chuong-D-Hoang/1992862072/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Stanford University Hospital;,-99,-99.0,32,50.5,2.697082018337492,4.5,4.0
88,Dr. Mark W. Huang,1730185760,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-W-Huang/1730185760/,Male,,Albany Medical College,1995,,Thoracic and Cardiac Surgery,Sharp Chula Vista Medical Center;Scripps Mercy Hospital;,-99,-99.0,33,46.9,2.2919894171257047,4.257894736842106,19.0
89,Dr. David Mark Jablons,1346206190,www.checkbook.org/surgeonratings/Lung-Surgery/David-Mark-Jablons/1346206190/,Male,,Albany Medical College,1984,,Thoracic and Cardiac Surgery,UCSF Medical Center;,135,1.7,127,22.5,-0.8552334872419347,4.477777777777778,45.0
90,Dr. Shashank Jolly,1902047814,www.checkbook.org/surgeonratings/Lung-Surgery/Shashank-Jolly/1902047814/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Sanford Medical Center;Washington Hospital;,-99,-99.0,47,26.3,-0.02604046758618798,4.867647058823529,34.0
91,Dr. Colin Isao Joyo,1124186754,www.checkbook.org/surgeonratings/Lung-Surgery/Colin-Isao-Joyo/1124186754/,Male,,University of Hawaii,1977,U Hawaii JA Burns Sch Med Surg Res Prgm,Thoracic and Cardiac Surgery,Hoag Memorial Hospital Presbyterian;,118,2.2,110,24.6,-0.6616139094784773,4.710344827586208,29.0
92,Dr. Samer Kanaan,1689864522,www.checkbook.org/surgeonratings/Lung-Surgery/Samer-Kanaan/1689864522/,Male,,Northwestern University,1997,McGaw Med Ctr Northwestern Meml,Surgery;Thoracic and Cardiac Surgery,Santa Rosa Memorial Hospital;Queen of the Valley Medical Center;,153,4.2,147,19.8,-0.6298053673129242,4.95,44.0
93,Dr. Shamsuddin Khwaja,1679570527,www.checkbook.org/surgeonratings/Lung-Surgery/Shamsuddin-Khwaja/1679570527/,Male,,Boston University,1996,,Thoracic and Cardiac Surgery,Fresno Heart and Surgical Hospital;Saint Agnes Medical Center;Community Regional Medical Center;Clovis Community Medical Center;,170,6.2,158,26.7,0.060278651821782735,4.373831775700935,107.0
94,Dr. Jae Yul Kim,1023147014,www.checkbook.org/surgeonratings/Lung-Surgery/Jae-Yul-Kim/1023147014/,Male,,University of California-San Francisco,2002,,Surgery;Thoracic and Cardiac Surgery,City of Hope;,-99,-99.0,55,29.2,0.3002841278344181,5.0,5.0
95,Dr. Ara S. Klijian,1831134162,www.checkbook.org/surgeonratings/Lung-Surgery/Ara-S-Klijian/1831134162/,Male,,Albany Medical College,1990,,None,Sharp Chula Vista Medical Center;Scripps Mercy Hospital;,35,4.3,34,23.9,-0.3840341222519862,5.0,4.0
96,Dr. Michael Peter Koumjian,1366403321,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Peter-Koumjian/1366403321/,Male,,Rutgers University,1977,USN Hosp,Thoracic and Cardiac Surgery,Sharp Grossmont Hospital;Sharp Chula Vista Medical Center;Scripps Mercy Hospital;Alvarado Hospital;,-99,-99.0,17,23.1,-0.3861227797744431,3.8909090909090907,22.0
97,Dr. Jasleen Kukreja,1174556351,www.checkbook.org/surgeonratings/Lung-Surgery/Jasleen-Kukreja/1174556351/,Female,,University of California-Los Angeles,1994,Brigham and Womens Hospital,Surgery;Thoracic and Cardiac Surgery,UCSF Medical Center;,-99,-99.0,47,31.1,0.5140830006961948,4.1450000000000005,20.0
98,Dr. Tuan T. Lam,1124290713,www.checkbook.org/surgeonratings/Lung-Surgery/Tuan-T-Lam/1124290713/,Male,,Johns Hopkins University,1997,UC San Francisco,Thoracic and Cardiac Surgery,Orange Coast Memorial Medical Center;Fountain Valley Regional Hospital;Long Beach Memorial Medical Center;Citrus Valley Medical Center;Garfield Medical Center;,-99,-99.0,25,39.2,1.425541353422716,4.171428571428572,21.0
99,Dr. Jay M. Lee,1952326654,www.checkbook.org/surgeonratings/Lung-Surgery/Jay-M-Lee/1952326654/,Male,,University of California-Los Angeles,1997,Medstar-Georgetown University Medical Center,Surgery;Thoracic and Cardiac Surgery,Ronald Reagan UCLA Medical Center;Hoag Memorial Hospital Presbyterian;,134,6.8,130,29.6,0.3140020324241093,3.5566666666666666,30.0
100,Dr. Sang H. Lee,1356384796,www.checkbook.org/surgeonratings/Lung-Surgery/Sang-H-Lee/1356384796/,Male,,University of Chicago,1995,,Surgery;Thoracic and Cardiac Surgery,Regional Medical Center of San Jose;O'Connor Hospital;Doctors Medical Center;Washington Hospital;,-99,-99.0,21,11.2,-1.7251788782245172,4.526923076923077,104.0
101,Dr. Philippe H. Lemoine,1609878123,www.checkbook.org/surgeonratings/Lung-Surgery/Philippe-H-Lemoine/1609878123/,Male,,George Washington University,1992,,None,Centinela Hospital Medical Center;Providence Little Company of Mary (Torrance);,-99,-99.0,17,20.4,-0.6899422306832838,4.645161290322581,31.0
102,Dr. Ali Mahtabifard,1801872593,www.checkbook.org/surgeonratings/Lung-Surgery/Ali-Mahtabifard/1801872593/,Male,,New York Medical College,1997,,Thoracic and Cardiac Surgery,Cedars-Sinai Medical Center;Saint John's Health Center;,80,6.2,76,23.8,-0.10288364588852031,3.829032258064516,31.0
103,Dr. Farshad Malekmehr,1710904651,www.checkbook.org/surgeonratings/Lung-Surgery/Farshad-Malekmehr/1710904651/,Male,,George Washington University,1989,,Thoracic and Cardiac Surgery,Valley Presbyterian Hospital;Henry Mayo Newhall Memorial Hospital;Mission Community Hospital;,-99,-99.0,13,29.4,0.322789272346184,3.599107142857143,112.0
104,Dr. Michael J. Mann,1659337426,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-J-Mann/1659337426/,Male,,Stanford University,1991,,Thoracic and Cardiac Surgery,UCSF Medical Center;,-99,-99.0,21,32.9,0.7166293013020881,3.5,7.0
105,Dr. Alexander Marmureanu,1821002171,www.checkbook.org/surgeonratings/Lung-Surgery/Alexander-Marmureanu/1821002171/,Male,,,,,Thoracic and Cardiac Surgery,Saint John's Health Center;St. Vincent Medical Center;Centinela Hospital Medical Center;Cedars-Sinai Medical Center;Ronald Reagan UCLA Medical Center;,57,6.6,55,27.9,0.18816814061842935,3.7000000000000006,6.0
106,Dr. John P. Maurice,1649203597,www.checkbook.org/surgeonratings/Lung-Surgery/John-P-Maurice/1649203597/,Male,,University of California-San Francisco,1994,,Thoracic and Cardiac Surgery,Hoag Memorial Hospital Presbyterian;St. Joseph Hospital (Orange);,-99,-99.0,46,15.0,-1.297581132500964,4.3,7.0
107,Dr. Stephen Daniel Maxwell,1043223936,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-Daniel-Maxwell/1043223936/,Male,,University of Missouri,1995,,Surgery;Thoracic and Cardiac Surgery,Sutter Roseville Medical Center;Mercy San Juan Medical Center;,-99,-99.0,47,27.4,0.0977378272285245,4.735955056179775,89.0
108,Dr. Paul Michael Mcfadden,1316979586,www.checkbook.org/surgeonratings/Lung-Surgery/Paul-Michael-Mcfadden/1316979586/,Male,,Tulane University,1974,,Thoracic and Cardiac Surgery,Keck Hospital of USC;Huntington Hospital (Pasadena);,-99,-99.0,33,35.0,0.9529333186756307,4.764788732394367,71.0
109,Dr. Robert Joseph McKenna,1942210117,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Joseph-McKenna/1942210117/,Male,,University of Southern California,1977,Stanford Hospital,Thoracic and Cardiac Surgery,Cedars-Sinai Medical Center;,653,4.4,624,26.2,-0.23953602749399466,4.278260869565218,92.0
110,Dr. Jeffrey Milliken,1033299292,www.checkbook.org/surgeonratings/Lung-Surgery/Jeffrey-Milliken/1033299292/,Male,,University of Michigan,1980,,Thoracic and Cardiac Surgery,University of California Irvine Medical Center;,-99,-99.0,35,28.6,0.2327686942991205,4.225,16.0
111,Dr. Gholam Reza Mohammadzadeh,1699743625,www.checkbook.org/surgeonratings/Lung-Surgery/Gholam-Reza-Mohammadzadeh/1699743625/,Male,,Rush University,1986,Emory U Affl Hosp,Thoracic and Cardiac Surgery,Los Robles Hospital and Medical Center;Providence Tarzana Medical Center;West Hills Hospital and Medical Center;,67,6.1,63,27.3,0.07894285477409443,4.455172413793103,58.0
112,Dr. Erick Leopoldo Montero,1033439005,www.checkbook.org/surgeonratings/Lung-Surgery/Erick-Leopoldo-Montero/1033439005/,Male,,University of Southern California,2002,,Thoracic and Cardiac Surgery,Kingman Regional Medical Center;Mission Hospital;Saddleback Memorial Medical Center;,-99,-99.0,44,31.8,0.5928510064873757,4.5,8.0
113,Dr. James Dell Morrissey,1033223060,www.checkbook.org/surgeonratings/Lung-Surgery/James-Dell-Morrissey/1033223060/,Male,,SUNY-Ups,br/>,,Surgery;Thoracic and Cardiac Surgery,St. Joseph's Medical Center;Dameron Hospital;,-99,-99.0,51,35.1,0.9641858909315139,4.9,24.0
114,Dr. Michael Stephen O'Holleran,1003916321,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Stephen-OHolleran/1003916321/,Male,,University of Nebraska,1977,,Surgery,Sequoia Hospital;,-99,-99.0,27,12.6,-1.5676428666421556,3.7,22.0
115,Dr. Daniel Sangwon Oh,1932396611,www.checkbook.org/surgeonratings/Lung-Surgery/Daniel-Sangwon-Oh/1932396611/,Male,,Loyola University,2001,University of Southern California,Surgery;Thoracic and Cardiac Surgery,Keck Hospital of USC;St. Jude Medical Center;,-99,-99.0,54,24.3,-0.25109191270384745,4.6,14.0
116,Dr. Tomomi Oka,1679788749,www.checkbook.org/surgeonratings/Lung-Surgery/Tomomi-Oka/1679788749/,Male,,,,,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,El Camino Hospital;Mills-Peninsula Medical Center;Dominican Hospital;,-99,-99.0,38,26.1,-0.04854561209795385,4.1,8.0
117,Dr. Brian Avecilla Palafox,1568424422,www.checkbook.org/surgeonratings/Lung-Surgery/Brian-Avecilla-Palafox/1568424422/,Male,,University of California-Irvine,1975,,Surgery;Thoracic and Cardiac Surgery,St. Joseph Hospital (Orange);,-99,-99.0,110,19.7,-0.7687102364744645,4.2956521739130435,23.0
118,Dr. Michael Anthony Palmer,1669539862,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Anthony-Palmer/1669539862/,Male,,University of Minnesota,1976,St Paul Ramsey Hosp,Surgery;Vascular Surgery,St. Joseph Hospital (Eureka);,-99,-99.0,22,27.6,0.12024297174029076,4.632467532467532,231.0
119,Dr. Anthony Perricone,1104842129,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-Perricone/1104842129/,Male,,George Washington University,1985,New York Medical College,Thoracic and Cardiac Surgery,UCSD Medical Center;,-99,-99.0,39,19.2,-0.8249730977538793,4.047058823529412,17.0
120,Dr. Edward William Pottmeyer,1982710539,www.checkbook.org/surgeonratings/Lung-Surgery/Edward-William-Pottmeyer/1982710539/,Male,,University of Pittsburgh,1982,,Surgery;Surgical Critical Care;Thoracic and Cardiac Surgery,Mercy Medical Center Redding;,-99,-99.0,22,9.8,-1.8827148898068788,3.9666666666666663,39.0
121,Dr. Ledford Lee Powell,1700832110,www.checkbook.org/surgeonratings/Lung-Surgery/Ledford-Lee-Powell/1700832110/,Male,,,,,Thoracic and Cardiac Surgery,Mission Hospital;Hoag Memorial Hospital Presbyterian;St. Joseph Hospital (Orange);Saddleback Memorial Medical Center;,111,4.4,106,27.9,-0.14388916331898943,4.4,30.0
122,Dr. Eric Robert Presser,1548279755,www.checkbook.org/surgeonratings/Lung-Surgery/Eric-Robert-Presser/1548279755/,Male,,Foreign Medical School--Dominica,1999,St Vincents Hospital and Medical Center,Thoracic and Cardiac Surgery,Desert Regional Medical Center;North Shore University Hospital/Syosset Hospital;Eisenhower Medical Center;,-99,-99.0,26,10.6,-1.792694311759815,,
123,Dr. Miguel Puig Palomar,1558361139,www.checkbook.org/surgeonratings/Lung-Surgery/Miguel-Puig-Palomar/1558361139/,Male,,,,,Thoracic and Cardiac Surgery,Enloe Medical Center;,-99,-99.0,62,24.6,-0.21733419593619846,3.6736842105263157,19.0
124,Dr. Dan Joseph Raz,1598893398,www.checkbook.org/surgeonratings/Lung-Surgery/Dan-Joseph-Raz/1598893398/,Male,,University of Pennsylvania,2002,,Surgery;Thoracic and Cardiac Surgery,City of Hope;,-99,-99.0,41,25.5,-0.11606104563325186,5.0,3.0
125,Dr. Randall F. Roberts,1114929809,www.checkbook.org/surgeonratings/Lung-Surgery/Randall-F-Roberts/1114929809/,Male,,University of California-Los Angeles,1994,,Surgery;Thoracic and Cardiac Surgery,Glendale Memorial Hospital;Glendale Adventist Medical Center;City of Hope;,-99,-99.0,47,18.7,-0.8812359590332942,4.5200000000000005,30.0
126,Dr. Andreas George Sakopoulos,1720067028,www.checkbook.org/surgeonratings/Lung-Surgery/Andreas-George-Sakopoulos/1720067028/,Male,,Foreign Medical School--Italy,1989,IU Health University,Thoracic and Cardiac Surgery,St. Helena Hospital;Ukiah Valley Medical Center;,-99,-99.0,22,26.1,-0.04854561209795385,,
127,Dr. Raymond Harris Schaerf,1912903295,www.checkbook.org/surgeonratings/Lung-Surgery/Raymond-Harris-Schaerf/1912903295/,Male,,New York Medical College,1972,University of Miami Hospital,Thoracic and Cardiac Surgery,Providence Saint Joseph Medical Center;,91,7.0,88,26.7,0.18102676234448048,,
128,Dr. Donald E. Schepps,1497843098,www.checkbook.org/surgeonratings/Lung-Surgery/Donald-E-Schepps/1497843098/,Male,,Thomas Jefferson University,1975,University of California Davis Medical Center,Surgery,Mercy Medical Center Redding;,-99,-99.0,51,30.4,0.43531499490501374,4.348484848484849,66.0
129,Dr. Steven Michael Schwartz,1275574832,www.checkbook.org/surgeonratings/Lung-Surgery/Steven-Michael-Schwartz/1275574832/,Male,,University of California-Irvine,1981,U Calif San Diego,Thoracic and Cardiac Surgery,Good Samaritan Hospital (San Jose);O'Connor Hospital;Regional Medical Center of San Jose;,57,12.4,54,34.7,1.4461793986080096,4.524137931034482,29.0
130,Dr. Sachin H. Shah,1083631600,www.checkbook.org/surgeonratings/Lung-Surgery/Sachin-H-Shah/1083631600/,Male,,Thomas Jefferson University,1997,,Thoracic and Cardiac Surgery,The Community Hospital;California Pacific Medical Center;,-99,-99.0,21,11.1,-1.7364314504804002,4.6,29.0
131,Dr. Saurin Shah,1902062698,www.checkbook.org/surgeonratings/Lung-Surgery/Saurin-Shah/1902062698/,Male,,Foreign Medical School--Grenada,2003,Albany Medical Center Hospital,Surgery;Thoracic and Cardiac Surgery,Eden Medical Center;John Muir Medical Center - Concord Campus;John Muir Medical Center - Walnut Creek Campus;,-99,-99.0,20,31.4,0.5478407174638434,5.0,5.0
132,Dr. Joseph B. Shrager,1619904521,www.checkbook.org/surgeonratings/Lung-Surgery/Joseph-B-Shrager/1619904521/,Male,,Harvard University,1988,,Surgery;Thoracic and Cardiac Surgery,Stanford University Hospital;,-99,-99.0,101,24.8,-0.1948290514244326,4.7594936708860756,158.0
133,Dr. Robert Luther Shuman,1417064221,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-Luther-Shuman/1417064221/,Male,,Wake Forest University,1970,"University of California, San Diego",Thoracic and Cardiac Surgery,Long Beach Memorial Medical Center;,-99,-99.0,53,35.9,1.0542064689785773,3.4272727272727277,22.0
134,Dr. Harmik J. Soukiasian,1386708683,www.checkbook.org/surgeonratings/Lung-Surgery/Harmik-J-Soukiasian/1386708683/,Male,,University of Southern California,1998,,Surgery;Thoracic and Cardiac Surgery,Cedars-Sinai Medical Center;,-99,-99.0,22,33.8,0.8179024516050347,4.685534591194969,159.0
135,Dr. Gregory Scott Spowart,1669475430,www.checkbook.org/surgeonratings/Lung-Surgery/Gregory-Scott-Spowart/1669475430/,Male,,University of California-Davis,1981,Mt Sinai Med Ctr,Thoracic and Cardiac Surgery,Community Hospital of the Monterey Peninsula;,67,6.8,60,20.8,-0.18111114683474164,4.3839999999999995,25.0
136,Dr. Russell David Stanten,1740372770,www.checkbook.org/surgeonratings/Lung-Surgery/Russell-David-Stanten/1740372770/,Male,,Baylor University,1985,University of California Davis Medical Center,Thoracic and Cardiac Surgery,Alta Bates Summit Medical Center - Summit Campus;,-99,-99.0,64,22.1,-0.49864850233327285,5.0,10.0
137,Dr. Alexander Geoffrey Stein,1861440430,www.checkbook.org/surgeonratings/Lung-Surgery/Alexander-Geoffrey-Stein/1861440430/,Male,,Foreign Medical School--United Kingdom,1973,,Thoracic and Cardiac Surgery,St. Mary Medical Center (Long Beach);Long Beach Memorial Medical Center;,-99,-99.0,22,33.6,0.7953973070932693,3.8337662337662337,77.0
138,Dr. John M. Stoneburner,1366526550,www.checkbook.org/surgeonratings/Lung-Surgery/John-M-Stoneburner/1366526550/,Male,,Medical College of Virginia,1979,,Thoracic and Cardiac Surgery;Vascular Surgery,Torrance Memorial Medical Center;,-99,-99.0,46,27.0,0.05272753820499276,4.3769230769230765,26.0
139,Dr. Michaela Straznicka,1003858283,www.checkbook.org/surgeonratings/Lung-Surgery/Michaela-Straznicka/1003858283/,Female,,University of Miami,1994,,Thoracic and Cardiac Surgery,John Muir Medical Center - Walnut Creek Campus;John Muir Medical Center - Concord Campus;,120,4.7,113,21.5,-0.45869093406123285,4.83448275862069,29.0
140,Dr. Pierre Reynald Theodore,1811952054,www.checkbook.org/surgeonratings/Lung-Surgery/Pierre-Reynald-Theodore/1811952054/,Male,,University of Virginia,1995,The Johns Hopkins Hospital,Surgery;Thoracic and Cardiac Surgery,UCSF Medical Center;St. Mary's Medical Center (San Francisco);,-99,-99.0,50,20.6,-0.6674370861715174,,
141,Dr. Bruce Michael Toporoff,1548263205,www.checkbook.org/surgeonratings/Lung-Surgery/Bruce-Michael-Toporoff/1548263205/,Male,,SUNY-Upstate,1984,Kings Co Hosp-SUNY Hlth Sci Ctr,Thoracic and Cardiac Surgery,St. John's Regional Medical Center;Los Robles Hospital and Medical Center;Community Memorial Hospital (Ventura);,-99,-99.0,23,29.0,0.2777789833226523,4.135937500000001,64.0
142,Dr. Eduardo A. Tovar,1598766446,www.checkbook.org/surgeonratings/Lung-Surgery/Eduardo-A-Tovar/1598766446/,Male,,,,,Thoracic and Cardiac Surgery,Presbyterian Intercommunity Hospital;,-99,-99.0,21,38.2,1.3130156308638863,4.665765765765766,111.0
143,Dr. Wilson Shu-Chun Tsai,1609035666,www.checkbook.org/surgeonratings/Lung-Surgery/Wilson-Shu-Chun-Tsai/1609035666/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,John Muir Medical Center - Concord Campus;John Muir Medical Center - Walnut Creek Campus;,-99,-99.0,46,30.1,0.40155727813736514,3.5,17.0
144,Dr. Pei H. Tsau,1235203910,www.checkbook.org/surgeonratings/Lung-Surgery/Pei-H-Tsau/1235203910/,Female,,University of Arizona,1994,U of AZ,Thoracic and Cardiac Surgery,El Camino Hospital;Dominican Hospital;Northwest Medical Center (Tucson);Mills-Peninsula Medical Center;St. Mary's Hospital (Tucson);,-99,-99.0,23,19.5,-0.7912153809862303,4.3,8.0
145,Dr. John Jeffrey Tyner,1144270620,www.checkbook.org/surgeonratings/Lung-Surgery/John-Jeffrey-Tyner/1144270620/,Male,,Emory University,1979,Rush Presby-St Lukes MC,Surgical Critical Care;Thoracic and Cardiac Surgery,Scripps Green Hospital;Scripps Mercy Hospital;,-99,-99.0,27,17.5,-1.0162668261038899,4.908108108108108,185.0
