,Hospital,City,State,ZIP Code,Score,Score URL
191,Shasta Regional Medical Center,Redding,CA,96001-0853,45.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
192,Beverly Hospital-Montebello,Montebello,CA,90640-4308,44.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
193,St. Vincent Medical Center,Los Angeles,CA,90057-1901,44.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
194,Kaiser Permanente Modesto and Manteca Medical Centers,Manteca,CA,95337-5187,44.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
195,Desert Valley Hospital,Victorville,CA,92395-5795,44.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
196,Mercy Medical Center Merced,Merced,CA,95340-8319,44.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
197,Sutter Solano Medical Center,Vallejo,CA,94589-2574,43.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
198,Marshall Medical Center-Placerville,Placerville,CA,95667-5722,43.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
199,Rideout Memorial Hospital,Marysville,CA,95901-5600,43.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
200,Alameda Hospital,Alameda,CA,94501-4397,42.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
201,Glendale Memorial Hospital and Health Center,Glendale,CA,91204-2594,42.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
202,San Ramon Regional Medical Center,San Ramon,CA,94583-5400,42.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
203,Centinela Hospital Medical Center,Inglewood,CA,90301-4011,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
204,Mercy Hospitals of Bakersfield,Bakersfield,CA,93301-3698,42.4,/best-hospitals/area/co/national-jewish-health-6840315/pul
205,Kaiser Permanente Panorama City Medical Center,Panorama City,CA,91402-5497,42.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" p"
206,St. Bernardine Medical Center,San Bernardino,CA,92404-4855,41.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
207,Washington Hospital-Fremont,Fremont,CA,94538-1746,41.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
208,Doctors Medical Center of Modesto,Modesto,CA,95350-4418,41.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
209,Desert Regional Medical Center,Palm Springs,CA,92262-4872,40.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
210,Lakewood Regional Medical Center,Lakewood,CA,90712-1498,40.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
211,San Dimas Community Hospital,San Dimas,CA,91773-3219,40.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
212,Los Robles Hospital and Medical Center,Thousand Oaks,CA,91360-1899,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
213,Southwest Healthcare System-Murrieta,Murrieta,CA,92562-5965,39.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
214,Citrus Valley Medical Center-Inter Community Campus,Covina,CA,91723-1515,39.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
215,Sherman Oaks Hospital,Sherman Oaks,CA,91403-1777,39.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
216,San Antonio Regional Hospital,Upland,CA,91786-4920,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
217,Corona Regional Medical Center,Corona,CA,92882-3400,38.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
218,Bakersfield Memorial Hospital,Bakersfield,CA,93301-2237,38.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
219,West Anaheim Medical Center,Anaheim,CA,92804-3183,38.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
220,St. Mary's Medical Center-San Francisco,San Francisco,CA,94117-1079,37.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
221,Olympia Medical Center,Los Angeles,CA,90036-4671,37.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
222,Valley Presbyterian Hospital,Van Nuys,CA,91405-4597,37.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
223,Marian Regional Medical Center,Santa Maria,CA,93454-5906,36.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
224,Regional Medical Center of San Jose,San Jose,CA,95116-1603,35.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
225,St. Francis Memorial Hospital-San Francisco,San Francisco,CA,94109-4899,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
226,Dominican Hospital,Santa Cruz,CA,95065-1794,34.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
227,Mission Community Hospital,Panorama City,CA,91402-4677,34.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
228,Paradise Valley Hospital,National City,CA,91950-2099,34.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
229,West Hills Hospital and Medical Center,West Hills,CA,91307-1900,33.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
230,Emanuel Medical Center-Turlock,Turlock,CA,95382-2016,33.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
231,St. Mary Medical Center-Apple Valley,Apple Valley,CA,92307-2206,33.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
232,Tri-City Medical Center,Oceanside,CA,92056-4593,33.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
233,Good Samaritan Hospital-San Jose,San Jose,CA,95124-3997,32.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
234,Adventist Medical Center-Hanford,Hanford,CA,93230-3513,30.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
235,AHMC Anaheim Regional Medical Center,Anaheim,CA,92801-2881,30.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
236,Redlands Community Hospital,Redlands,CA,92373-0742,30.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
237,St. Francis Medical Center-Lynwood,Lynwood,CA,90262-2636,27.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
238,St. Joseph's Medical Center-Stockton,Stockton,CA,95204-6019,27.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
239,Community Regional Medical Center,Fresno,CA,93721-1324,25.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
240,Riverside Community Hospital,Riverside,CA,92501-4199,25.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
241,Hemet Valley Medical Center,Hemet,CA,92543-3083,25.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
242,Mercy Medical Center Redding,Redding,CA,96001-2549,21.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
243,Antelope Valley Hospital,Lancaster,CA,93534-2894,10.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
244,"National Jewish Health, Denver-University of Colorado Hospital",Denver,CO,80206-2762,100.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
245,Parker Adventist Hospital,Parker,CO,80138-8573,72.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
246,Sky Ridge Medical Center,Lone Tree,CO,80124-5522,71.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
247,Medical Center of Aurora,Aurora,CO,80012-5411,66.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
248,UCHealth Medical Center of the Rockies,Loveland,CO,80538-9004,65.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
249,Rose Medical Center,Denver,CO,80220-3941,64.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
250,Swedish Medical Center,Englewood,CO,80113-2702,63.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
251,Penrose-St. Francis Health Services-Colorado Springs,Colorado Springs,CO,80907-6799,62.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
252,Porter Adventist Hospital,Denver,CO,80210-5876,61.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
253,UCHealth Poudre Valley Hospital,Fort Collins,CO,80524-3998,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
254,Littleton Adventist Hospital,Littleton,CO,80122-2628,59.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
255,Boulder Community Health,Boulder,CO,80303-1133,58.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
256,Parkview Medical Center,Pueblo,CO,81003-2781,57.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
257,St. Mary's Hospital and Medical Center,Grand Junction,CO,81501-8209,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
258,St. Anthony Hospital-Lakewood,Lakewood,CO,80228-1527,56.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
259,SCL Health Lutheran Medical Center,Wheat Ridge,CO,80033-6005,56.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
260,North Colorado Medical Center,Greeley,CO,80631-5154,53.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
261,UCHealth Memorial Hospital,Colorado Springs,CO,80909-5599,52.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
262,North Suburban Medical Center,Thornton,CO,80229-4341,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
263,Longmont United Hospital,Longmont,CO,80501-3162,46.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
264,St. Mary-Corwin Medical Center,Pueblo,CO,81004-3798,46.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
265,Yale New Haven Hospital,New Haven,CT,06510-3202,78.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
266,Greenwich Hospital,Greenwich,CT,06830-4697,67.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
267,Stamford Hospital,Stamford,CT,06904-9317,64.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
268,Hartford Hospital,Hartford,CT,06102-8000,62.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
269,Bridgeport Hospital,Bridgeport,CT,06610-2805,62.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
270,St. Vincent's Medical Center,Bridgeport,CT,06606-4292,61.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
271,Middlesex Hospital,Middletown,CT,06457-3650,59.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
272,Norwalk Hospital,Norwalk,CT,06850-3894,59.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
273,Hospital of Central Connecticut,New Britain,CT,06052-2017,57.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
274,UConn John Dempsey Hospital,Farmington,CT,06032-1941,56.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix=""\00ab\00"
275,William W. Backus Hospital,Norwich,CT,06360-2740,55.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
276,St. Mary's Hospital-Waterbury,Waterbury,CT,06706-1281,54.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
277,Danbury Hospital,Danbury,CT,06810-6099,53.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
278,St. Francis Hospital and Medical Center,Hartford,CT,06105-1208,52.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
279,Griffin Hospital,Derby,CT,06418-1326,51.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
280,Lawrence and Memorial Hospital,New London,CT,06320-4769,44.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
281,Manchester Memorial Hospital-Connecticut,Manchester,CT,06040-4188,41.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
282,Bristol Hospital,Bristol,CT,06010-5161,34.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
283,Waterbury Hospital,Waterbury,CT,06708-2600,30.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
284,Christiana Care Hospitals,Newark,DE,19718-0002,62.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
285,Bayhealth Kent General Hospital,Dover,DE,19901-3530,61.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
286,Beebe Healthcare-Lewes,Lewes,DE,19958-1462,55.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
287,MedStar Georgetown University Hospital,Washington,DC,20007-2197,60.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
288,George Washington University Hospital,Washington,DC,20037-2342,56.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
289,MedStar Washington Hospital Center,Washington,DC,20010-3017,52.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
290,Sibley Memorial Hospital,Washington,DC,20016-2633,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
291,UF Health Shands Hospital,Gainesville,FL,32610-3003,72.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
292,AdventHealth Orlando,Orlando,FL,32803-1248,68.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
293,Baptist Hospital of Miami,Miami,FL,33176-2197,68.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
294,Baptist Medical Center Jacksonville,Jacksonville,FL,32207-8202,68.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
295,Mayo Clinic-Jacksonville,Jacksonville,FL,32224-1865,67.1,"racking-id=""scorecard-specialty-click"" href"
296,Cleveland Clinic Weston,Weston,FL,33331-3602,65.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
297,Tampa General Hospital,Tampa,FL,33606-3571,65.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
298,West Kendall Baptist Hospital,Miami,FL,33196-6408,63.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
299,AdventHealth Wesley Chapel,Wesley Chapel,FL,33544-9207,62.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
300,Baptist Medical Center Beaches,Jacksonville Beach,FL,32250-3205,60.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
301,Mount Sinai Medical Center,Miami Beach,FL,33140-2948,60.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
302,St. Vincent's Medical Center Clay County,Middleburg,FL,32068-8427,57.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
303,UF Health Jacksonville,Jacksonville,FL,32209-6595,57.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
304,St. Joseph's Hospital-Tampa,Tampa,FL,33607-6387,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
305,H. Lee Moffitt Cancer Center and Research Institute,Tampa,FL,33612-9497,56.8,"racking-id=""scorecard-specialty-click"" href=""/best-ho"
306,South Miami Hospital,South Miami,FL,33143-4679,56.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
307,Doctors Hospital-Coral Gables,Coral Gables,FL,33146-2094,56.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
308,Flagler Hospital,Saint Augustine,FL,32086-5784,55.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
309,Memorial Hospital West,Pembroke Pines,FL,33028-1014,54.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
310,Cleveland Clinic Martin Heath,Stuart,FL,34994-2346,54.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
311,South Lake Hospital,Clermont,FL,34711-1979,54.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
312,Memorial Hospital Miramar,Miramar,FL,33029-5592,53.5,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
313,Boca Raton Regional Hospital,Boca Raton,FL,33486-2368,52.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
314,Broward Health Coral Springs,Coral Springs,FL,33065-4108,52.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"
315,University of Miami Hospital and Clinics–UHealth Tower,Miami,FL,33136-1002,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
316,NCH Baker Hospital,Naples,FL,34102-5754,51.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
317,Sarasota Memorial Hospital,Sarasota,FL,34239-3555,51.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
318,Broward Health Medical Center,Fort Lauderdale,FL,33316-2510,51.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
319,Orlando Regional Medical Center,Orlando,FL,32806,50.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
320,Morton Plant Hospital,Clearwater,FL,33756-3804,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
